Gene ID	Organism	Genomic Location (Gene)	Product Description	Gene Name or Symbol	
Tb927.11.9700	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:2,632,285..2,632,707(-)	transcription factor BTF3, putative	N/A	
Tb927.11.5340	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,521,085..1,524,111(+)	Cell division protein kinase, putative	N/A	
Tb927.11.14840	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,941,511..3,943,388(-)	chromosomal passenger complex 2	CPC2	
Tb927.11.15710	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,159,466..4,161,175(-)	mediator of rna polymerase ii transcription subunit 1	MED-T1	
Tb927.11.3490	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,031,743..1,034,418(+)	hypothetical protein, conserved	N/A	
Tb927.11.4860	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,394,190..1,395,772(+)	Ring finger domain containing protein, putative	N/A	
Tb927.11.2840	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:833,552..834,241(-)	magnesium-dependent phosphatase-1/HAD phosphatase, family IIIC, putative	N/A	
Tb927.11.15510	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,119,283..4,120,610(-)	hypothetical protein, conserved	N/A	
Tb927.11.12610	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,379,208..3,380,431(+)	cyclin 1	CYC1	
Tb10.v4.0080	Trypanosoma brucei brucei TREU927	tryp_X-188b09.p2kB601:16,622..17,287(+)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.7.3890	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,018,302..1,020,875(+)	hypothetical protein, conserved	N/A	
Tb927.8.140	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:10,953..11,472(+)	variant surface glycoprotein, fragment, degenerate	N/A	
Tb927.9.14820	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,316,274..2,316,417(+)	SL RNA	N/A	
Tb10.v4.0042	Trypanosoma brucei brucei TREU927	TP3F6-6h01.p1k:4,548..6,098(-)	hypothetical protein	N/A	
Tb927.1.2570	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:603,459..606,430(+)	coatomer beta subunit	beta-coP	
Tb927.2.2380	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:465,485..468,565(-)	glycosyltransferase (GlcNAc), putative	N/A	
Tb09.v4.0035	Trypanosoma brucei brucei TREU927	TP26P4-3b07.q1k:47,239..47,943(-)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.5.2900	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:971,002..973,702(-)	histone deacetylase 4	HDAC4	
Tb927.6.2670	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:804,234..805,197(+)	Nudix hydrolase 4	NH4	
Tb927.8.3521	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,049,850..1,050,154(+)	hypothetical protein	N/A	
Tb927.10.4110	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,082,052..1,082,513(-)	60S ribosomal protein L30	RPL30	
Tb927.9.10580	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,663,986..1,665,258(-)	3-demethylubiquinone-9 3-methyltransferase, putative	N/A	
Tb927.9.2400	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:522,081..522,728(-)	hypothetical protein, conserved	N/A	
Tb11.v4.0043	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:5,044,384..5,045,853(-)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb11.1390	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:5,125,257..5,127,128(-)	hypothetical protein, conserved	N/A	
Tb927.2.2990	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:567,494..569,217(+)	hypothetical protein, conserved	N/A	
Tb927.10.12110	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,947,070..2,948,505(+)	hypothetical protein, conserved	N/A	
Tb927.11.7214	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:2,028,726..2,030,411(+)	hypothetical protein, conserved	mt-SAF13	
Tb927.11.6660	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,880,004..1,883,022(-)	Tex-like protein N-terminal domain/Helix-hairpin-helix motif containing protein, putative	N/A	
Tb927_08_v4.snoRNA.0039	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:691,556..691,637(+)	C/D snoRNA	N/A	
Tb927.11.15080	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,009,528..4,010,315(-)	Transmembrane proteins 14C, putative	N/A	
Tb927.5.2240	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:758,509..760,000(+)	hypothetical protein, conserved	N/A	
Tb927.7.1220	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:312,767..317,113(+)	hypothetical protein, conserved	N/A	
Tb927.10.14080	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,426,845..3,427,872(-)	RNA-binding protein 27, putative	RBP27	
Tb09.v4.0031	Trypanosoma brucei brucei TREU927	TP26P4-3b07.q1k:38,597..40,024(-)	variant surface glycoprotein (VSG), putative	N/A	
Tb927.9.4750	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:866,988..867,413(+)	hypothetical protein	N/A	
Tb11.v4.0062	Trypanosoma brucei brucei TREU927	Tb927_11_RH_fork_v5.1:219,368..220,243(-)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.11.11580	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,105,887..3,108,106(+)	hypothetical protein, conserved	N/A	
Tb927.8.7280	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:2,089,766..2,091,074(+)	emp24/gp25L/p24 family/GOLD, putative	N/A	
Tb927.8.1230	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:389,413..390,459(-)	hypothetical protein, conserved	N/A	
Tb927.8.6290	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,826,002..1,827,634(+)	hypothetical protein, conserved	N/A	
Tb927.8.500	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:139,718..140,745(-)	hypothetical protein	N/A	
Tb927_09_v4.snoRNA.0092	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,977,916..1,978,047(+)	H/ACA-like snoRNA	N/A	
Tb927.9.2080	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:471,073..474,321(+)	invariant surface glycoprotein 100, point mutation	N/A	
Tb927.9.2550	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:562,606..566,014(-)	Domain of unknown function (DUF4457), putative	N/A	
Tb927.9.14180	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,216,718..2,218,113(-)	chaperone protein DnaJ, putative	J39	
Tb927.9.18080	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:3,087,307..3,094,689(-)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.9.12870	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,033,136..2,033,567(+)	trafficking protein particle complex subunit 1, putative	TRAPPC1	
Tb927.9.12900	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,037,158..2,039,545(+)	RNA polymerase-associated protein LEO1, putative	N/A	
Tb09_snoRNA_0079	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,916,734..1,916,799(+)	C/D snoRNA, TB9C3C1	N/A	
Tb927.10.11060	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,697,821..2,698,644(-)	hypothetical protein, conserved	N/A	
Tb927.10.4180	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,098,329..1,101,019(-)	TFIIF-stimulated CTD phosphatase, putative	N/A	
Tb927.10.10640	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,590,192..2,590,603(-)	hypothetical protein, conserved	N/A	
Tb927.10.5770	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,430,755..1,433,490(-)	Valosin-containing protein	VCP	
Tb927.10.16240	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:4,011,540..4,019,513(-)	Variant Surface Glycoprotein, putative	N/A	
Tb927.10.5830	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,446,606..1,448,562(-)	hypothetical protein, conserved	N/A	
Tb927.10.4770	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,197,912..1,199,469(-)	phosphatidylinositol-4-phosphate 5-kinase, putative	N/A	
Tb927.11.19020	Trypanosoma brucei brucei TREU927	Tb927_11_RH_fork_v5.1:134,621..135,586(+)	hypothetical protein (pseudogene)	N/A	
Tb11.v5.0636	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:3,098,956..3,103,595(+)	C-terminal motor kinesin, putative	N/A	
Tb11.v5.0594	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:2,788,772..2,791,532(-)	retrotransposon hot spot (RHS) protein, putative	N/A	
Tb11.v5.0714	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:3,633,199..3,638,893(+)	RNA-binding protein, putative	N/A	
Tb927.11.5820	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,651,586..1,652,955(+)	Inhibitor of apoptosis-promoting Bax1, putative	N/A	
Tb927.11.14280	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,800,430..3,801,218(+)	septum formation protein MAF homologue, putative	N/A	
Tb927.11.4380	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,267,089..1,273,671(-)	ATP-dependent RNA helicase, putative	N/A	
Tb927.11.16610	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,408,608..4,410,841(-)	zinc-finger of a C2HC-type, putative	N/A	
Tb11.v5.0329	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:929,242..931,714(-)	variant surface protein, putative	N/A	
Tb927.11.9060	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:2,481,832..2,483,062(+)	DnaJ domain containing protein, putative	J72	
Tb927_09_v4.snoRNA.0036	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,674,229..1,674,273(-)	C/D snoRNA	N/A	
Tb927.9.2340	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:515,426..515,513(-)	tRNA Selenocysteine	N/A	
Tb927.11.7150	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:2,001,879..2,003,018(-)	NGG1 interacting factor 3-like	N/A	
Tb11.0440	Trypanosoma brucei brucei TREU927	tryp_XI-1056c09.q1k:954..1,577(+)	hypothetical protein	N/A	
Tb927.10.13640	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,333,289..3,334,669(-)	hypothetical protein, conserved	N/A	
Tb11.v5.1057	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:5,588,250..5,589,967(+)	protein kinase, putative	N/A	
Tb927.11.16980	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,527,500..4,528,662(-)	chaperone protein DnaJ, putative	J1	
Tb927.5.5260	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:1,631,685..1,633,392(-)	variant surface glycoprotein, point mutation	N/A	
Tb10_snoRNA_0084:snoRNA	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,886,674..3,886,722(+)	term	N/A	
Tb927.2.2090	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:398,551..402,324(-)	SUMO-interacting motif-containing protein	N/A	
Tb927.6.650	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:271,742..278,394(-)	hypothetical protein, conserved	N/A	
Tb927_09_v4.snoRNA.0078	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,682,499..1,682,525(-)	C/D snoRNA	N/A	
Tb927.11.1530	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:476,473..482,023(-)	expression site-associated gene 3 (ESAG3) protein, putative	N/A	
Tb2.NT.41	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:816,574..817,079(-)	Noncoding RNA, putative	N/A	
Tb927.9.3580	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:721,178..723,131(+)	hypothetical protein, conserved	N/A	
Tb927.7.6883	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,954,526..1,956,353(+)	28S alpha ribosomal RNA	28S-alpha	
Tb927.9.1640	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:380,740..381,400(-)	hypothetical protein, conserved	N/A	
Tb927.9.17180	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,844,733..2,846,222(-)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.11.17090	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,583,260..4,584,219(-)	variant surface glycoprotein (VSG), putative (pseudogene)	N/A	
Tb927.3.3810	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:1,059,287..1,060,571(+)	Etoposide-induced protein 2.4 (EI24), putative	N/A	
Tb927.3.3446	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:947,768..947,903(+)	M4 ribosomal RNA	M4	
Tb927.3.5530	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:1,547,337..1,555,793(+)	Tb-292 membrane associated protein	Tb-292	
Tb927.3.720	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:176,506..177,482(-)	zinc finger protein 3	ZFP3	
Tb927.3.1770	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:458,765..461,733(-)	leucine-rich repeat protein (LRRP), putative	N/A	
Tb927.4.5600	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:1,527,695..1,529,229(-)	variant surface glycoprotein, degenerate	N/A	
Tb927.5.309b	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:131,153..134,601(-)	invariant surface glycoprotein, putative	N/A	
Tb927.5.1810	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:618,076..620,849(+)	lysosomal/endosomal membrane protein p67	p67	
Tb927.5.3240	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:1,065,640..1,068,562(-)	hypothetical protein, conserved	N/A	
Tb927.6.4690	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:1,307,384..1,308,049(+)	60S ribosomal protein L9, putative	N/A	
Tb927.7.4330	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,146,569..1,149,859(-)	Iguana/Dzip1-like DAZ-interacting protein N-terminal, putative	TZP100	
Tb927.7.2670	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:693,074..694,742(-)	zinc finger protein family member, putative	ZC3H21	
Tb927.7.4270	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,135,620..1,136,651(-)	hypothetical protein, conserved	N/A	
Tb927.7.2680	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:700,738..703,049(-)	zinc finger protein family member, putative	ZC3H22	
Tb927.7.6310	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,711,093..1,716,072(-)	polo-like protein kinase	PLK	
Tb927.7.6330	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,720,421..1,721,918(-)	hypothetical protein	N/A	
Tb927.8.4630	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,365,595..1,366,202(-)	hypothetical protein, conserved	N/A	
Tb927.8.2240	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:686,457..687,904(+)	Tryptophanyl-tRNA synthetase 2	N/A	
Tb927.9.14280	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,235,925..2,241,247(-)	hypothetical protein, conserved	N/A	
Tb927.9.12930	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,039,690..2,041,263(+)	selenocysteine lyase	N/A	
Tb927_09_v4.snoRNA.0113	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,685,087..1,685,272(-)	C/D snoRNA	N/A	
Tb927.9.1590	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:372,145..372,894(-)	hypothetical protein, conserved	N/A	
Tb927.9.16690	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,731,198..2,731,635(+)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb09_rRNA_2	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,861,632..2,861,805(-)	M1 ribosomal RNA	M1	
Tb927_09_v4.snoRNA.0032	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,918,384..1,918,437(+)	C/D snoRNA	N/A	
Tb927.9.5380	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:936,804..939,901(+)	Rab-GTPase-TBC domain containing protein, putative	N/A	
Tb927.10.5880	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,470,352..1,474,324(-)	Proteophosphoglycan, putative	N/A	
Tb927.10.15690	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,853,545..3,854,670(+)	anaphase promoting complex, subunit 10-like protein	DOC1	
Tb927.10.13410	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,275,687..3,276,073(-)	hypothetical protein	N/A	
Tb927.10.7450	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,878,574..1,879,374(-)	Ribosomal RNA processing protein 41A	RRP41A	
Tb927.10.2060	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:539,539..542,718(+)	hypothetical protein, conserved	N/A	
Tb927_10_v4.snoRNA.0070:snoRNA	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,884,894..3,885,004(+)	term	N/A	
Tb927.10.640	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:170,401..173,171(+)	arginine N-methyltransferase, type II	PRMT5	
Tb927.10.15940	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,929,139..3,930,567(+)	cation transporter, putative	N/A	
Tb927.10.14320	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,479,231..3,483,189(-)	Flagellum attachment zone protein 9	FAZ9	
Tb927.10.2030	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:531,712..533,963(+)	Pentatricopeptide repeat protein (PPR), putative	N/A	
Tb927.10.9180	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,271,715..2,273,769(+)	PRA1 family protein, putative	N/A	
Tb927.11.19900	Trypanosoma brucei brucei TREU927	Tb927_11_RH_fork_v5.1:439,669..440,767(-)	expression site-associated gene 3 (ESAG3), degenerate and frameshifted	N/A	
Tb11.09.0001	Trypanosoma brucei brucei TREU927	Tb927_11_RH_fork_v5.1:631,684..633,113(-)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb11.02.5440b	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:666,463..668,198(-)	SUMO-interacting motif-containing protein	N/A	
Tb927.11.14960	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,978,780..3,982,037(-)	pumilio/PUF RNA binding protein 7, putative	PUF7	
Tb11.v5.0733	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:3,787,970..3,790,450(-)	dynein heavy chain, cytosolic, putative	N/A	
Tb927.11.8710	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:2,399,304..2,400,768(+)	hypothetical protein, conserved	N/A	
Tb927.5.290	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:68,504..72,475(+)	galactose kinase, degenerate	N/A	
Tb927_10_v4.snoRNA.0051:snoRNA	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,785,728..2,785,793(+)	term	N/A	
Tb927.11.2490	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:730,054..735,482(-)	Unc104-like kinesin, putative	N/A	
Tb11.1690	Trypanosoma brucei brucei TREU927	tryp_XI-944h10.q1k:1,907..3,457(+)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb09.v4.0013	Trypanosoma brucei brucei TREU927	TP26M21-2a10.p1k:26,702..31,837(-)	retrotransposon hot spot (RHS) protein, putative	N/A	
Tb10.v4.0048	Trypanosoma brucei brucei TREU927	TPB1C9-1a08.q1k:4,591..6,249(+)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.2.4550	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:808,398..811,509(-)	2'-O-ribose RNA methyltransferase SPB1 homolog	SPB1	
Tb927.2.1380	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:250,916..257,272(+)	leucine-rich repeat protein (LRRP), putative	N/A	
Tb927.2.4050	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:709,918..714,647(-)	hypothetical protein, conserved	N/A	
Tb927.3.3430	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:967,381..972,686(-)	hypothetical protein, conserved	N/A	
Tb927.3.1880	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:488,289..490,601(-)	hypothetical protein, conserved	N/A	
Tb927.4.1290	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:339,721..340,561(-)	hypothetical protein, conserved	N/A	
Tb927.4.940	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:261,057..261,946(-)	hypothetical protein, conserved	N/A	
Tb927.4.2090	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:539,209..541,025(+)	hypothetical protein	N/A	
Tb927.5.3130	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:1,029,593..1,033,275(-)	hypothetical protein	N/A	
Tb927.5.4040	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:1,300,736..1,303,605(-)	Mitochondrial SSU ribosomal protein, putative	uS10m	
Tb927.5.2540	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:878,116..879,654(+)	Organic solute transport protein 1, putative	N/A	
Tb927.6.3540	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:1,051,768..1,053,517(-)	zinc-finger protein, conserved	N/A	
Tb927.6.3720	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:1,108,499..1,111,291(-)	hypothetical protein, conserved	N/A	
Tb927.7.1460	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:371,399..374,557(+)	hypothetical protein, conserved	N/A	
Tb927.7.3150	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:798,406..801,785(+)	CRAL/TRIO domain containing protein, putative	N/A	
Tb927.7.1720	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:427,227..428,072(+)	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	NFU1	
Tb927.8.6320	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,830,792..1,832,524(+)	hypothetical protein, conserved	N/A	
Tb927.8.1385	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:457,054..457,172(-)	M5 ribosomal RNA	M5	
Tb927.8.2858	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:858,430..858,501(-)	tRNA Threonine	N/A	
Tb927.8.840	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:242,091..246,359(-)	hypothetical protein, conserved	N/A	
Tb927.8.3200	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:952,046..956,786(+)	Rapamycin-insensitive companion of TOR2	AVO3	
Tb927.9.4450	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:829,926..831,931(+)	hypothetical protein	N/A	
Tb927.9.5620	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:965,573..969,926(+)	hypothetical protein, conserved	N/A	
Tb927_09_v4.snoRNA.0091	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,970,763..1,970,894(+)	H/ACA-like snoRNA	N/A	
Tb927.9.4520	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:837,281..838,968(+)	Mitochondrial-processing peptidase subunit beta	MPPB	
Tb927.10.5670	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,412,854..1,415,547(+)	N-acetyltransferase subunit Nat1, putative	NAT1	
Tb927.10.15980	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,935,836..3,936,228(+)	hypothetical protein	N/A	
Tb927.10.160	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:69,368..70,663(+)	Kinetoplast poly(A) polymerase 2	KPAP2	
Tb927.10.3100	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:810,236..812,441(+)	glycerol-3-phosphate acyltransferase, putative	N/A	
Tb927.10.8540	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,118,238..2,119,903(+)	chaperone protein DnaJ, putative	J6	
Tb927.10.14220	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,450,020..3,451,284(-)	hypothetical protein, conserved	N/A	
Tb927.10.11190	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,739,762..2,741,279(-)	tRNA-splicing ligase RtcB, putative	N/A	
Tb927.10.11890	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,902,733..2,904,010(+)	hypothetical protein, conserved	N/A	
Tb927.10.6990	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,762,385..1,764,128(+)	hypothetical protein, conserved	N/A	
Tb927_10_v4.snoRNA.0041:snoRNA	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,274,788..3,274,856(-)	term	N/A	
